name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry,new PE ratio,new roe,new roa,aquirer multiple,normalized aquirer multiple,address
ThaiBev,0.845,0.835,0,26 Jul 2019,20969800000.0,25110000000.0,28.48%,0.04,318810000.0,0.80094,0.80266,20.999,1.83,15.393,3.768,2.018,0.0,8927190000.0,179.22,30227610000.0,417941610000.0,22529720000.0,14.839,5.921,-7436990000.0,0,11456170000.0,23191160000.0,9.951,993950000.0,9.46,0.0,0.0,0,Consumer/Non-Cyclical / Beverages (Alcoholic) / ,21.125,0.002303240637215002,0.0023782030221877167,0.03288218949496834,25.697802153025805,https://www2.sgx.com/securities/equities/Y92
HongkongLand USD,0.0,0.0,0,26 Jul 2019,14937140000.0,2330000000.0,49.43%,1.05,36580000.0,0.0,0.0,6.098,5.604,6.069,0.39,3.438,2.961,3563800000.0,10.811,18589340000.0,44963000000.0,1286800000.0,6.536,5.597,-150400000.0,0,2665400000.0,2331800000.0,87.484,2457100000.0,92.185,7.595,15.721,0,Services / Real Estate Operations / ,0.0,0.05756219837885958,0.054647154326891,0.13217790411063546,0.0,https://www2.sgx.com/securities/equities/H78
SIA,9.63,9.62,0,26 Jul 2019,11542570000.0,1180000000.0,99.59%,0.62,25990000.0,9.58153,9.57881,16.748,0.707,5.467,0.857,3.119,2.911,3593600000.0,48.343,15136170000.0,30505200000.0,3060800000.0,5.222,2.559,-5667700000.0,0,16323200000.0,997600000.0,6.112,682700000.0,4.421,1.261,13.663,0,Transportation / Airline / ,15.53225806451613,0.022777622078979327,0.02237979098645477,0.045103880307898234,213.50712919291053,https://www2.sgx.com/securities/equities/C6L
Hi-P,1.46,1.48,0,26 Jul 2019,1313020000.0,800350000.0,14.26%,0.12,80630000.0,1.39618,1.39618,11.741,0.933,7.552,2.031,3.378,7.216,-131810000.0,0.0,1195500000.0,1224680000.0,286650000.0,18.48,8.861,-61190000.0,0,1407800000.0,124490000.0,8.974,101520000.0,7.21,2.472,74.225,0,Basic Materials / Fabricated Plastic & Rubber / ,12.166666666666666,0.06178414499068856,0.08289512362413039,0.08491844416562108,17.192966903073284,https://www2.sgx.com/securities/equities/H17
UOL,7.52,7.5,0,26 Jul 2019,6324240000.0,843230000.0,54.41%,0.55,27120000.0,7.01418,7.01703,14.623,2.553,7.463,0.65,2.333,2.336,3793180000.0,29.713,10356890000.0,20663710000.0,677170000.0,4.542,3.059,-310080000.0,0,2477520000.0,710090000.0,28.76,432260000.0,24.701,15.689,-12.769,0,Capital Goods / Construction Services / ,13.67272727272727,0.02463342774266713,0.020918799189496948,0.04173646722133768,180.1781631425531,https://www2.sgx.com/securities/equities/U14
Frencken,0.705,0.69,0,26 Jul 2019,292330000.0,423660000.0,62.63%,0.08,41350000.0,0.60243,0.60241,9.162,0.452,5.861,1.063,3.101,4.206,14910000.0,0.457,293950000.0,463740000.0,67080000.0,11.728,6.906,-24330000.0,0,646120000.0,40160000.0,6.581,31870000.0,4.979,5.91,9.894,0,Capital Goods / Misc. Capital Goods / ,8.8125,0.06177434048574364,0.06872385388364169,0.10841979928559278,6.502502353310323,https://www2.sgx.com/securities/equities/E28
Golden Agri-Res,0.305,0.31,0,26 Jul 2019,3979640000.0,12730000000.0,49.64%,0.0,333980000.0,0.2825,0.28264,596.73,0.418,9.592,0.688,1.871,1.69,3370900000.0,36.203,7843490000.0,8545580000.0,510600000.0,-0.043,0.172,-265899999.99999997,0,9526710000.0,121090000.0,2.137,6410000.0,0.209,1.873,0.0,0,Consumer/Non-Cyclical / Food Processing / ,0.0,0.0011274730532181353,0.000750095370940299,0.0008172382447099441,373.2081825273011,https://www2.sgx.com/securities/equities/E5H
SIA Engineering,2.68,2.65,0,26 Jul 2019,2978910000.0,1120000000.0,99.43%,0.14,17530000.0,2.52469,2.52469,18.459,2.918,13.893,1.94,4.151,3.899,-502290000.0,0.822,2476620000.0,1845280000.0,521580000.00000006,10.681,8.821,-39780000.0,0,1020900000.0,56970000.0,5.581,160870000.0,15.766,-2.82,-9.541,0,Transportation / Misc. Transportation / ,19.142857142857142,0.056068870571423596,0.08717918147923351,0.06495546349460152,41.259038975570334,https://www2.sgx.com/securities/equities/S59
DairyFarm USD,0.0,0.0,0,26 Jul 2019,10118220000.0,1350000000.0,22.21%,0.16,9700000.0,0.0,0.0,110.113,0.861,32.991,6.993,2.807,2.705,744000000.0,1.002,10862220000.0,5389600000.0,296200000.0,5.865,1.43,-256100000.00000003,0,11749300000.0,78900000.0,0.672,92000000.0,0.66,2.548,-28.75,0,Services / Retail (Grocery) / ,0.0,0.01861669836901534,0.017069912423927563,0.008469723500352598,0.0,https://www2.sgx.com/securities/equities/D01
Sembcorp Ind,2.46,2.45,0,26 Jul 2019,4379490000.0,1790000000.0,99.46%,0.18,74090000.0,2.53883,2.53969,12.108,0.384,4.5,0.633,1.633,2.764,9159000000.0,130.672,13187490000.0,23321000000.0,1924000000.0,5.054,1.518,-1127000000.0,0,11411350000.0,415000000.0,3.654,363350000.0,3.071,1.639,-15.691,0,Utilities / Electric Utilities / ,13.666666666666668,0.022587964689792368,0.015580378199905664,0.027552627528058787,89.28368074858952,https://www2.sgx.com/securities/equities/U96
UMS,0.68,0.675,0,26 Jul 2019,362090000.0,536429999.99999994,76.65%,0.08,49340000.0,0.70752,0.70752,9.352,3.042,8.15,1.535,5.926,7.423,-420000.0,1.496,368280000.0,275030000.0,18930000.0,19.416,13.706,-15690000.0,0,119030000.0,44620000.0,32.256,38720000.0,32.096,1.232,8.349,0,Technology / Semiconductors / ,8.5,0.1315306746382227,0.1407846416754536,0.10513739545997611,6.467727272727273,https://www2.sgx.com/securities/equities/558
Sembcorp Marine,1.43,1.43,0,26 Jul 2019,2988360000.0,2089999999.9999998,99.08%,-0.04,107660000.0,1.61305,1.6136,0.0,0.661,23.244,1.291,1.399,0.0,3763770000.0,137.279,6380060000.0,8577260000.0,837720000.0,-3.121,-0.954,-343400000.0,0,4518100000.0,-52320000.0,-1.434,-77730000.0,-1.816,-2.411,0.0,0,Transportation / Water Transportation / ,-35.75,-0.013754576453538269,-0.009062334591699446,-0.012183271003720969,-117.3740614949183,https://www2.sgx.com/securities/equities/S51
StarHub,1.52,1.52,0,26 Jul 2019,2632110000.0,1730000000.0,88.79%,0.11,44400000.0,1.57422,1.57432,14.272,1.099,5.303,4.527,9.375,6.029,1071900000.0000001,185.268,3494610000.0,2635500000.0,166000000.0,35.712,6.765,-272800000.0,0,2395800000.0,273500000.0,10.932,192700000.0,7.747,-0.142,-12.644,0,Services / Communications Services / ,13.818181818181818,0.11141304347826086,0.07311705558717511,0.055142061632056226,27.565164504411,https://www2.sgx.com/securities/equities/CC3
Alita Resources,0.098,0.102,0,26 Jul 2019,150600000.0,1480000000.0,74.42%,-0.01,110640000.0,0.17155,0.17154,0.0,2.185,0.0,0.707,0.0,0.0,24080000.0,17.317,142640000.0,92210000.0,18840000.0,-3.059,-28.171,-44980000.0,0,68930000.0,-100000.0,-76.191,-47850000.0,-69.417,0.0,0.0,0,Basic Materials / Metal Mining / ,-9.8,-0.5501897205933081,-0.5189241947728012,-0.33545989904655077,-0.2921362591431557,https://www2.sgx.com/securities/equities/40F
SingPost,0.985,0.97,0,26 Jul 2019,2206840000.0,2250000000.0,83.56%,0.02,53250000.0,0.99486,0.99484,0.0,1.418,26.028,1.353,3.608,3.246,-108570000.0,0.56,2098260000.0000002,2619240000.0,399450000.0,0.246,1.013,-31320000.0,0,1556690000.0,70960000.0,4.559,4080000.0,1.725,9.86,-54.511,0,Transportation / Air Courier / ,49.25,0.001304656472439132,0.0015577037613964356,0.0019444682737125045,506.5652205882353,https://www2.sgx.com/securities/equities/S08
First Resources,1.54,1.55,0,26 Jul 2019,2455310000.0,1580000000.0,29.48%,0.11,24930000.0,1.66653,1.6721,17.173,2.774,10.052,1.865,2.194,1.761,422410000.0,37.642,2900500000.0,1571040000.0,55360000.0,12.605,6.615,-95990000.0,0,885240000.0,187150000.0,25.517,142950000.0,17.091,0.222,-12.818,0,Consumer/Non-Cyclical / Crops / ,14.0,0.11873022201181073,0.09099068133211122,0.04928460610239614,31.247079398391044,https://www2.sgx.com/securities/equities/EB5
Wing Tai,2.09,2.11,0,26 Jul 2019,1675190000.0,767730000.0,56.62%,0.26,5710000.0,2.03405,2.03405,10.058,4.589,9.837,0.478,1.422,1.661,-9640000.0,22.431,1663100000.0,4531710000.0,792150000.0,6.462,3.782,-9440000.0,0,365020000.0,60310000.0,12.219,158150000.0,44.467,-22.708,-16.467,0,Capital Goods / Construction Services / ,8.038461538461538,0.029652198368800974,0.03489852616341293,0.09509350009019302,21.978368637369584,https://www2.sgx.com/securities/equities/W05
G Invacom,0.114,0.121,0,26 Jul 2019,34170000.0,271660000.0,63.94%,0.01,355440000.0,0.0895,0.0895,12.327,0.19,4.421,0.421,0.0,0.0,13620000.0,0.0,39080000.0,94090000.0,8380000.000000001,2.741,2.117,-1530000.0,0,179990000.0,2080000.0,1.944,2670000.0,1.482,-1.734,-30.208,0,Technology / Communications Equipment / ,11.4,0.03005064715813168,0.028377085768944627,0.06832139201637666,1.6685842696629216,https://www2.sgx.com/securities/equities/QS9
Yanlord Land,1.31,1.29,0,26 Jul 2019,2513870000.0,1930000000.0,27.40%,0.37,40770000.0,1.35531,1.3527,4.079,0.593,2.919,0.49,5.271,3.395,6921830000.0,133.593,8763910000.0,106680780000.0,10317370000.0,14.843,4.0,-464770000.0,0,4242330000.0,10541660000.0,37.517,610900000.0,19.757,17.687,19.629,0,Capital Goods / Construction Services / ,3.540540540540541,0.005549785821328329,0.005726429821754209,0.06970632970899975,18.793128335243086,https://www2.sgx.com/securities/equities/Z25
KSH,0.42,0.43,0,26 Jul 2019,244990000.0,569740000.0,28.49%,0.01,13250000.0,0.46845,0.46826,32.138,1.225,23.268,0.747,5.116,4.6,39550000.0,25.454,322000000.0,604020000.0,78450000.0,2.301,1.433,-3040000.0,0,200000000.0,21060000.0,10.529,7630000.0,4.229,-7.287,-29.814,0,Capital Goods / Construction Services / ,42.0,0.011867728488769987,0.012632032051918811,0.023695652173913045,17.724770642201833,https://www2.sgx.com/securities/equities/ER0
TheHourGlass,0.835,0.85,0,26 Jul 2019,599260000.0,705010000.0,27.81%,0.1,7070000.0,0.74336,0.75076,8.509,0.831,7.678,1.07,3.529,3.232,-166000000.0,0.0,433260000.0,649140000.0,180970000.0,13.197,11.199,-19110000.0,0,720920000.0,82050000.0,11.381,70430000.0,9.905,1.093,5.095,0,Services / Retail (Specialty) / ,8.35,0.07070504261577537,0.10849739655544259,0.16255827909338502,5.136619338350135,https://www2.sgx.com/securities/equities/AGS
China Aviation,1.3,1.29,0,26 Jul 2019,1117380000.0,860180000.0,27.48%,0.15,12380000.0,1.30922,1.30922,8.701,0.04,8.672,1.016,3.488,3.382,-488400000.0,0.0,628380000.0,1653570000.0,357690000.0,12.599,4.496,-1120000.0,0,27652840000.0,33060000.000000004,0.165,127530000.0,0.461,5.776,5.983,0,Energy / Oil & Gas Operations / ,8.666666666666668,0.05101893857564629,0.07712404071191423,0.2029504439988542,6.4055045871559635,https://www2.sgx.com/securities/equities/G92
United Engineers,2.62,2.64,0,26 Jul 2019,1683050000.0,615810000.0,29.73%,0.09,17240000.0,2.49986,2.48585,30.91,4.742,24.806,0.838,1.136,1.785,846370000.0,37.799,2521390000.0,3621670000.0,251250000.0,2.911,1.447,-12500000.0,0,354960000.0,55000000.0,14.619,54460000.0,14.471,-29.476,-13.573,0,Services / Real Estate Operations / ,29.111111111111114,0.01799408567510862,0.015037261815681716,0.021599197268173508,121.30080426000734,https://www2.sgx.com/securities/equities/U04
Valuetronics,0.695,0.7,0,26 Jul 2019,304930000.0,433380000.0,65.62%,0.09,39290000.0,0.68815,0.68812,8.675,0.616,7.134,1.496,5.026,4.872,-162740000.0,0.0,142190000.0,2013370000.0,930450000.0,17.961,10.019,-47060000.0,0,494780000.0,224650000.0,7.942,34890000.0,7.052,1.62,4.684,0,Technology / Electronic Instr. & Controls / ,7.722222222222222,0.011231072311495673,0.017329154601489045,0.24537590547858498,2.8323889366580683,https://www2.sgx.com/securities/equities/BN2
Synagie,0.16,0.161,0,26 Jul 2019,42430000.0,263570000.0,24.80%,-0.04,193570000.0,0.12878,0.12878,0.0,2.644,0.0,4.78,0.0,0.0,-7530000.0,0.0,34900000.0,22760000.0,7530000.0,-164.526,0.0,-530000.0,0,16050000.0,-6830000.0,-42.558,-7390000.0,-46.022,0.0,0.0,0,Technology / Computer Services / ,-4.0,-0.19539925965097832,-0.3246924428822496,-0.21174785100286533,-0.755615696887686,https://www2.sgx.com/securities/equities/V2Y
Sheng Siong,1.1,1.1,0,26 Jul 2019,1653890000.0,1500000000.0,40.90%,0.05,36180000.0,1.06907,1.06919,23.008,1.809,17.714,5.341,3.091,3.8,-40400000.0,0.0,1566660000.0,436340000.0,87230000.0,25.244,16.289,-28170000.0,0,914090000.0,83790000.0,9.335,71880000.0,7.836,3.587,10.862,0,Services / Retail (Department & Discount) / ,22.0,0.12745358795680622,0.16473392308750057,0.04588104630232469,23.97504173622705,https://www2.sgx.com/securities/equities/OV8
China Star Food,0.032,0.035,0,26 Jul 2019,20780000.0,593820000.0,72.10%,0.02,72290000.0,0.03084,0.03084,2.169,0.293,2.246,0.121,0.0,0.0,-8060000.000000001,0.0,12720000.0,479800000.0,62480000.0,8.262,7.192,-18620000.0,0,71030000.0,44140000.0,12.363,6650000.0,9.362,0.0,0.0,0,Consumer Cyclical / Furniture & Fixtures / ,1.6,0.012083439328415161,0.01385994164235098,0.5227987421383647,0.061209022556390984,https://www2.sgx.com/securities/equities/42W
Mercurius,0.046,0.048,0,26 Jul 2019,60070000.0,1250000000.0,51.18%,-0.0,36460000.0,0.03995,0.03995,0.0,0.0,0.0,103.428,0.0,0.0,-610000.0,0.0,59850000.0,290000.0,230000.0,-130.864,-93.322,0.0,0,0.0,-320000.0,0.0,-570000.0,0.0,0.0,0.0,0,Consumer/Non-Cyclical / Personal & Household Prods. / ,0.0,-0.504424778761062,-1.9655172413793103,-0.009523809523809525,-4.829999999999999,https://www2.sgx.com/securities/equities/5RF
TEE Intl,0.101,0.099,0,26 Jul 2019,64170000.0,646730000.0,33.35%,-0.01,208930000.0,0.10108,0.10049,0.0,0.176,0.0,0.742,0.0,1.757,268460000.0,186.067,336500000.0,626870000.0,35630000.0,-8.272,-1.175,-1600000.0,0,365210000.0,-1180000.0,1.774,-6870000.0,-2.088,1.0,0.0,0,Capital Goods / Construction Services / ,-10.1,-0.017434778195107095,-0.010959210043549699,-0.020416047548291235,-4.947088791848617,https://www2.sgx.com/securities/equities/M1Z
COSCO SHP SG,0.325,0.33,0,26 Jul 2019,738950000.0,2240000000.0,45.34%,0.0,48790000.0,0.34507,0.34507,56.507,4.56,16.939,1.388,0.0,0.0,202690000.0,28.817,844470000.0,822810000.0,72810000.0,2.484,1.291,-30180000.0,0,162040000.0,24030000.0,14.046,13050000.0,8.202,-45.827,-15.757,0,Transportation / Water Transportation / ,0.0,0.018833071161589193,0.015860283662084806,0.015453479697324949,21.03086206896552,https://www2.sgx.com/securities/equities/F83
Frasers Property,1.84,1.82,0,26 Jul 2019,5313470000.0,2920000000.0,12.49%,0.28,4120000.0,1.80493,1.80501,7.315,1.119,4.268,0.565,4.725,5.086,12259040000.0,130.674,17654430000.0,32420940000.0,2585190000.0,7.448,4.05,-1424170000.0,0,4747430000.0,879190000.0,21.415,731160000.0,26.917,-11.634,-24.743,0,Services / Real Estate Operations / ,6.571428571428571,0.03214301257875183,0.022552091333564048,0.041415100912348915,44.42823896274413,https://www2.sgx.com/securities/equities/TQ5
Raffles Medical,1.02,1.03,0,26 Jul 2019,1882900000.0,1830000000.0,45.65%,0.04,24430000.0,1.06437,1.06495,26.823,3.787,21.04,2.263,2.427,2.421,33630000.0,12.141,1893410000.0,1116290000.0,105980000.0,9.261,6.26,-31410000.0,0,497240000.0,84240000.0,16.582,68890000.0,13.89,6.031,-4.801,0,Healthcare / Healthcare Facilities / ,25.5,0.057956992865796204,0.061713354056741526,0.0363840900808594,28.034231383364784,https://www2.sgx.com/securities/equities/BSL
SunMoonFood,0.055,0.057,0,26 Jul 2019,41020000.0,713360000.0,24.98%,-0.01,120540000.0,0.05645,0.05645,0.0,0.565,0.0,4.859,0.0,0.0,-6220000.0,24.913,34810000.0,34330000.0,8310000.000000001,-49.723,-18.521,-10000.0,0,72570000.0,-5780000.0,-7.965,-5780000.0,-7.965,0.0,0.0,0,Consumer/Non-Cyclical / Food Processing / ,-5.5,-0.11829717560376586,-0.16836586076318089,-0.16604424016087332,-0.3312370242214533,https://www2.sgx.com/securities/equities/AAJ
Sino Grandness,0.047,0.048,0,26 Jul 2019,51090000.0,1060000000.0,47.35%,0.08,295420000.0,0.05415,0.05416,0.685,0.07,0.566,0.069,0.0,0.0,89060000.0,2.85,140150000.0,4787820000.0,621790000.0,10.58,7.466,-295980000.0,0,734840000.0,534039999.99999994,14.459,68670000.0,9.334,0.113,-4.904,0,Consumer/Non-Cyclical / Food Processing / ,0.5875,0.012906560411987483,0.014342644460318058,0.489975026757046,0.09592325615261395,https://www2.sgx.com/securities/equities/T4B
Koufu,0.755,0.745,0,26 Jul 2019,413600000.0,555160000.0,18.66%,0.05,25130000.0,0.73597,0.73562,15.731,1.826,8.126,4.4,2.953,0.0,80960000.0,4.774,322390000.0,159700000.0,95980000.0,36.478,0.0,-15090000.0,0,226540000.0,29050000.0,13.611,25270000.0,11.151,0.0,0.0,0,Services / Restaurants / ,15.1,0.14463141025641027,0.15823418910457107,0.07838332454480598,9.632150771666007,https://www2.sgx.com/securities/equities/VL6
Bukit Sembawang,5.79,5.82,0,26 Jul 2019,1506860000.0,258910000.00000003,54.36%,0.39,2029999.9999999998,5.68325,5.68891,14.877,4.211,14.854,1.155,0.687,0.787,310420000.0,28.151,1845900000.0,1781550000.0,43600000.0,7.931,6.508,-25990000.0,0,357860000.0,132870000.0,37.129,101290000.0,28.305,-2.602,-1.86,0,Capital Goods / Construction Services / ,14.846153846153845,0.06687000323489994,0.056854985826948444,0.05487296169890027,105.51644782308223,https://www2.sgx.com/securities/equities/B61
Citic Envirotech,0.3,0.305,0,26 Jul 2019,741870000.0,2430000000.0,15.71%,0.04,43590000.0,0.42342,0.42342,16.31,0.919,6.448,0.612,4.098,0.0,1128900000.0,85.042,1749060000.0,3786760000.0,376520000.0,5.37,1.982,-31100000.0,0,807380000.0,198150000.0,19.26,45580000.0,9.391,0.0,0.0,0,Services / Waste Management Services / ,7.5,0.015021190490314331,0.012036675152373005,0.02605971207391399,11.512022817025011,https://www2.sgx.com/securities/equities/CEE
Rex Intl,0.068,0.067,0,26 Jul 2019,86510000.0,1290000000.0,47.36%,-0.02,355670000.0,0.08085,0.08085,27.846,227.63,15.386,0.534,0.0,0.0,-410000.0,0.0,75970000.0,208900000.0,34120000.0,0.962,1.601,-35950000.0,0,380000.0,14040000.0,0.0,3120000.0,0.0,0.0,0.0,0,Energy / Oil & Gas Operations / ,-3.4000000000000004,0.012816826192334553,0.014935375777884155,0.04106884296432802,1.6557564102564104,https://www2.sgx.com/securities/equities/5WH
CNMC Goldmine,0.28,0.28,0,26 Jul 2019,114150000.0,407690000.0,44.17%,0.01,19340000.0,0.24127,0.24127,32.928,1.905,9.038,1.942,0.714,1.482,-20480000.0,1.737,90740000.0,59840000.0,17910000.0,4.097,7.175,-6600000.0,0,59920000.0,4130000.0,13.693,3460000.0,9.48,19.062,-8.811,0,Basic Materials / Gold & Silver / ,28.000000000000004,0.035223455156265904,0.057820855614973264,0.038130923517743005,7.3431213872832375,https://www2.sgx.com/securities/equities/5TP
Mirach Energy,0.205,0.215,0,26 Jul 2019,49800000.0,231620000.0,66.92%,-0.0,14080000.0,0.15349,0.1546,0.0,7.696,21.067,11.198,0.0,0.0,-3810000.0,0.0,47640000.0,19010000.0,1580000.0,0.0,12.24,0.0,0,6470000.0,2240000.0,51.363,340000.0,35.453,-20.1,0.0,0,Consumer/Non-Cyclical / Crops / ,0.0,0.013934426229508197,0.01788532351394003,0.007136859781696054,28.724117647058822,https://www2.sgx.com/securities/equities/AWO
Y Ventures,0.105,0.103,0,26 Jul 2019,21120000.0,205000000.0,23.91%,-0.03,119510000.0,0.11632,0.11632,0.0,0.855,0.0,4.613,0.0,0.0,2370000.0,27.353,23480000.0,13310000.0,1130000.0,-77.896,-34.573,-330000.0,0,24700000.0,-3900000.0,-21.61,-5070000.0,-22.115,0.0,0.0,0,Services / Retail (Catalog & Mail Order) / ,-3.5,-0.420049710024855,-0.38091660405709993,-0.21592844974446337,-0.4862721893491124,https://www2.sgx.com/securities/equities/1F1
Geo Energy Res,0.153,0.15,0,26 Jul 2019,209890000.0,1400000000.0,26.30%,0.02,21170000.0,0.16605,0.16632,163.763,0.559,11.73,0.929,6.667,3.359,123580000.0,167.078,337780000.0,548580000.0,197190000.0,11.02,0.054,-4460000.0,0,375160000.0,28790000.0,2.301,440000.0,0.109,18.974,4.306,0,Energy / Coal / ,7.6499999999999995,0.0007071794789373021,0.0008020708009770681,0.001302623009059151,117.45531818181819,https://www2.sgx.com/securities/equities/RE4
